_id,customer_id,timestamp,action,device,ip_address,location,browser_details,session_duration,page_views
67aaf01dfd431fecde4a0df1,329,2021-11-16T04:32:18,Logout,Tablet,47.209.146.224,"Morganshire, Michigan, Saint Vincent and the Grenadines",Chrome 113.0.5678.0,770,8
67aaf01dfd431fecde4a0df2,531,2021-02-12T00:42:04,Login,Desktop,196.76.53.27,"New Cynthia, Delaware, Nauru",Safari 15.1,558,11
67aaf01dfd431fecde4a0df3,962,2021-04-12T01:02:29,Missed Payment,Mobile,8.16.115.195,"Lewisside, Missouri, Greenland",Safari 15.1,750,7
67aaf01dfd431fecde4a0df4,454,2020-09-05T00:42:26,Logout,Tablet,36.102.129.31,"West Linda, Colorado, Kenya",Edge 113.0,412,12
67aaf01dfd431fecde4a0df5,116,2020-06-29T11:37:41,Profile Update,Desktop,12.178.190.22,"Port Christopherside, California, Haiti",Edge 113.0,398,6
67aaf01dfd431fecde4a0df6,609,2020-04-14T20:24:12,Profile Update,Mobile,57.221.85.149,"Bradleyfurt, West Virginia, British Indian Ocean Territory (Chagos Archipelago)",Firefox 110.0,994,11
67aaf01dfd431fecde4a0df7,945,2020-02-25T09:29:33,Logout,Tablet,220.255.153.31,"North Stephaniemouth, Louisiana, Macao",Edge 113.0,692,17
67aaf01dfd431fecde4a0df8,624,2023-03-19T15:43:53,Login,Tablet,56.156.105.3,"North Adam, Mississippi, Uruguay",Edge 113.0,834,9
67aaf01dfd431fecde4a0df9,194,2021-11-15T09:17:19,Missed Payment,Tablet,77.229.6.83,"Craigland, Rhode Island, Chad",Safari 15.1,1193,8
67aaf01dfd431fecde4a0dfa,312,2021-05-05T04:20:57,Logout,Mobile,210.204.55.165,"Lake Sean, Maine, Senegal",Edge 113.0,899,2
67aaf01dfd431fecde4a0dfb,85,2022-04-02T05:56:27,Login,Mobile,2.248.53.15,"North Paulborough, Oklahoma, Costa Rica",Firefox 110.0,273,3
67aaf01dfd431fecde4a0dfc,513,2020-03-16T08:47:17,Early Repayment,Tablet,111.24.69.86,"South Cindystad, Georgia, Mozambique",Safari 15.1,144,13
67aaf01dfd431fecde4a0dfd,683,2022-11-26T14:04:30,Logout,Tablet,68.36.28.243,"Trevorburgh, Minnesota, Lesotho",Firefox 110.0,778,11
67aaf01dfd431fecde4a0dfe,263,2023-02-18T04:24:51,Login,Tablet,143.249.210.14,"Juanmouth, Maryland, Sudan",Chrome 113.0.5678.0,1100,5
67aaf01dfd431fecde4a0dff,276,2022-02-12T00:28:24,Early Repayment,Mobile,199.231.244.194,"North Nathan, Alaska, Turkmenistan",Safari 15.1,474,12
67aaf01dfd431fecde4a0e00,230,2020-11-12T14:41:46,Login,Desktop,70.123.26.181,"Jenniferchester, Arkansas, Isle of Man",Chrome 113.0.5678.0,974,1
67aaf01dfd431fecde4a0e01,693,2021-05-29T10:13:00,Profile Update,Mobile,75.203.250.168,"West Christopherbury, Maine, Sao Tome and Principe",Chrome 113.0.5678.0,49,16
67aaf01dfd431fecde4a0e02,53,2024-04-30T01:14:39,Profile Update,Mobile,94.197.142.126,"North Lori, Wyoming, Belgium",Edge 113.0,481,18
67aaf01dfd431fecde4a0e03,958,2022-09-06T04:52:35,Logout,Mobile,220.85.14.95,"Henryshire, Illinois, Dominican Republic",Chrome 113.0.5678.0,324,14
67aaf01dfd431fecde4a0e04,653,2024-02-18T09:06:49,Logout,Desktop,52.7.25.6,"South Samantha, Missouri, Northern Mariana Islands",Safari 15.1,801,9
67aaf01dfd431fecde4a0e05,221,2021-10-22T16:43:50,Early Repayment,Mobile,185.190.92.157,"East Cheryl, Massachusetts, Canada",Chrome 113.0.5678.0,819,4
67aaf01dfd431fecde4a0e06,652,2024-09-08T21:41:17,Early Repayment,Desktop,111.6.63.171,"East Ashleytown, Idaho, Romania",Safari 15.1,678,19
67aaf01dfd431fecde4a0e07,501,2019-12-08T09:10:35,Missed Payment,Tablet,54.32.56.160,"North Jennifer, Pennsylvania, Belarus",Chrome 113.0.5678.0,184,10
67aaf01dfd431fecde4a0e08,488,2021-05-08T17:40:44,Early Repayment,Desktop,175.176.39.148,"Westfurt, Delaware, New Zealand",Edge 113.0,286,10
67aaf01dfd431fecde4a0e09,26,2023-05-03T07:58:03,Early Repayment,Desktop,147.179.94.46,"Nunezland, Tennessee, Bhutan",Safari 15.1,1180,3
67aaf01dfd431fecde4a0e0a,657,2023-03-24T23:13:31,Login,Mobile,89.138.45.140,"Kristinfort, South Dakota, Hungary",Chrome 113.0.5678.0,768,10
67aaf01dfd431fecde4a0e0b,641,2020-07-02T05:08:03,Profile Update,Tablet,22.232.60.189,"Kathrynside, Missouri, Myanmar",Chrome 113.0.5678.0,843,19
67aaf01dfd431fecde4a0e0c,259,2020-01-07T15:14:55,Early Repayment,Desktop,63.78.43.47,"Gilmoreton, Florida, Suriname",Chrome 113.0.5678.0,278,6
67aaf01dfd431fecde4a0e0d,749,2019-12-01T23:51:24,Logout,Desktop,17.221.188.54,"East Jessica, Nevada, Guernsey",Edge 113.0,699,3
67aaf01dfd431fecde4a0e0e,617,2022-08-29T01:29:50,Early Repayment,Desktop,89.50.90.255,"New Jerrytown, Louisiana, Romania",Safari 15.1,641,20
67aaf01dfd431fecde4a0e0f,124,2022-06-22T04:18:49,Early Repayment,Desktop,63.162.153.184,"Millerburgh, Maine, Ghana",Chrome 113.0.5678.0,1012,18
67aaf01dfd431fecde4a0e10,397,2021-09-05T04:28:23,Logout,Tablet,176.109.98.204,"Kennethmouth, Indiana, Taiwan",Firefox 110.0,448,14
67aaf01dfd431fecde4a0e11,499,2024-02-18T06:27:31,Logout,Tablet,218.73.255.212,"Denisebury, Mississippi, Madagascar",Firefox 110.0,54,4
67aaf01dfd431fecde4a0e12,436,2021-11-27T19:04:47,Login,Mobile,97.37.54.121,"Edwinfurt, Idaho, Western Sahara",Edge 113.0,497,14
67aaf01dfd431fecde4a0e13,680,2023-09-19T06:41:39,Login,Tablet,63.124.40.109,"West Dana, North Dakota, Singapore",Firefox 110.0,382,14
67aaf01dfd431fecde4a0e14,781,2021-02-19T07:52:06,Login,Desktop,202.242.42.63,"Lake Lorishire, New Hampshire, Palestinian Territory",Firefox 110.0,582,17
67aaf01dfd431fecde4a0e15,492,2019-12-22T05:53:12,Login,Mobile,95.193.57.220,"Brianfurt, Tennessee, Mauritania",Edge 113.0,130,16
67aaf01dfd431fecde4a0e16,582,2020-09-26T19:44:11,Profile Update,Desktop,50.176.7.233,"West Carolyntown, Mississippi, Mayotte",Chrome 113.0.5678.0,393,11
67aaf01dfd431fecde4a0e17,578,2020-09-12T03:22:55,Early Repayment,Tablet,172.239.123.58,"West Mandymouth, Colorado, Germany",Chrome 113.0.5678.0,37,13
67aaf01dfd431fecde4a0e18,792,2024-09-10T20:16:55,Early Repayment,Desktop,186.140.33.77,"Raystad, Vermont, United States of America",Chrome 113.0.5678.0,966,18
67aaf01dfd431fecde4a0e19,542,2024-02-07T16:55:01,Logout,Desktop,150.131.158.208,"Harpermouth, Florida, Cyprus",Firefox 110.0,382,8
67aaf01dfd431fecde4a0e1a,195,2020-09-16T12:16:54,Login,Mobile,105.37.50.213,"Brownview, Maryland, Montenegro",Edge 113.0,177,14
67aaf01dfd431fecde4a0e1b,547,2020-02-11T20:02:28,Profile Update,Mobile,1.143.215.128,"Murphyfort, Idaho, Cambodia",Safari 15.1,933,12
67aaf01dfd431fecde4a0e1c,694,2020-03-16T07:24:30,Profile Update,Mobile,65.173.72.73,"Christopherton, Iowa, Namibia",Chrome 113.0.5678.0,994,6
67aaf01dfd431fecde4a0e1d,716,2023-03-02T13:47:28,Early Repayment,Desktop,73.151.1.44,"Contreraschester, Pennsylvania, Uruguay",Firefox 110.0,125,11
67aaf01dfd431fecde4a0e1e,899,2020-10-27T14:06:42,Login,Desktop,109.109.180.203,"Lake Amandamouth, California, Puerto Rico",Chrome 113.0.5678.0,966,17
67aaf01dfd431fecde4a0e1f,540,2021-08-19T07:10:16,Missed Payment,Tablet,74.162.27.201,"Wilsonhaven, Michigan, Solomon Islands",Chrome 113.0.5678.0,162,4
67aaf01dfd431fecde4a0e20,24,2020-01-29T15:10:21,Login,Mobile,179.210.17.1,"Lake Debraburgh, South Carolina, Togo",Safari 15.1,716,7
67aaf01dfd431fecde4a0e21,833,2022-09-13T00:24:40,Logout,Desktop,116.175.14.131,"Stevenmouth, Minnesota, Bhutan",Safari 15.1,809,13
67aaf01dfd431fecde4a0e22,766,2023-12-04T21:16:20,Profile Update,Mobile,77.129.158.31,"South Theresa, Maine, Malaysia",Edge 113.0,1139,3
67aaf01dfd431fecde4a0e23,845,2021-01-16T11:10:56,Missed Payment,Mobile,35.152.76.188,"Port Maria, North Carolina, Cook Islands",Chrome 113.0.5678.0,49,7
67aaf01dfd431fecde4a0e24,70,2024-11-22T11:47:56,Profile Update,Desktop,74.242.57.45,"Jordanberg, Oregon, Solomon Islands",Safari 15.1,384,6
67aaf01dfd431fecde4a0e25,418,2021-05-19T12:54:58,Early Repayment,Mobile,52.87.43.242,"Josephburgh, Iowa, Colombia",Chrome 113.0.5678.0,346,16
67aaf01dfd431fecde4a0e26,325,2022-08-27T11:15:07,Missed Payment,Desktop,12.253.32.103,"Leblancstad, Louisiana, Zimbabwe",Chrome 113.0.5678.0,309,17
67aaf01dfd431fecde4a0e27,797,2023-02-25T19:09:10,Profile Update,Mobile,200.239.223.10,"East Charlesville, Massachusetts, Falkland Islands (Malvinas)",Edge 113.0,412,13
67aaf01dfd431fecde4a0e28,421,2019-12-28T03:05:56,Logout,Mobile,214.167.23.96,"Millerside, Arizona, Bermuda",Firefox 110.0,224,8
67aaf01dfd431fecde4a0e29,420,2021-09-22T04:45:54,Missed Payment,Tablet,102.56.26.92,"South Andrew, Wyoming, Antarctica (the territory South of 60 deg S)",Chrome 113.0.5678.0,375,5
67aaf01dfd431fecde4a0e2a,958,2020-05-31T12:32:04,Missed Payment,Desktop,65.17.225.110,"Lake Melindaview, West Virginia, Samoa",Chrome 113.0.5678.0,475,5
67aaf01dfd431fecde4a0e2b,288,2024-11-21T15:37:06,Logout,Tablet,37.35.215.126,"Michaelshire, New Hampshire, Brazil",Edge 113.0,554,9
67aaf01dfd431fecde4a0e2c,351,2020-07-31T07:05:42,Early Repayment,Desktop,128.89.235.39,"Lake Mark, Utah, Andorra",Chrome 113.0.5678.0,558,3
67aaf01dfd431fecde4a0e2d,767,2020-04-15T15:28:03,Missed Payment,Mobile,108.193.237.14,"New Anthony, Texas, Moldova",Safari 15.1,368,1
67aaf01dfd431fecde4a0e2e,485,2021-12-08T11:49:59,Early Repayment,Desktop,5.226.115.112,"Nelsonchester, Mississippi, Italy",Safari 15.1,209,2
67aaf01dfd431fecde4a0e2f,572,2021-06-06T13:48:47,Early Repayment,Desktop,116.229.129.85,"East Brandon, Kansas, Cyprus",Edge 113.0,332,10
67aaf01dfd431fecde4a0e30,612,2021-05-27T22:39:51,Profile Update,Desktop,83.201.119.192,"Cindytown, Arizona, Brunei Darussalam",Safari 15.1,1101,1
67aaf01dfd431fecde4a0e31,772,2021-05-09T11:55:27,Early Repayment,Tablet,3.162.61.214,"New Donna, Alaska, Heard Island and McDonald Islands",Edge 113.0,717,6
67aaf01dfd431fecde4a0e32,639,2021-07-14T04:04:01,Profile Update,Tablet,110.78.176.243,"Joshuabury, Massachusetts, Bahamas",Safari 15.1,729,17
67aaf01dfd431fecde4a0e33,574,2021-09-21T10:12:11,Profile Update,Desktop,148.141.158.87,"North Randall, Maryland, Bosnia and Herzegovina",Safari 15.1,892,14
67aaf01dfd431fecde4a0e34,566,2023-09-21T20:49:13,Early Repayment,Desktop,97.225.104.138,"North Jesus, Mississippi, Russian Federation",Chrome 113.0.5678.0,177,2
67aaf01dfd431fecde4a0e35,310,2020-02-20T22:10:31,Logout,Desktop,214.22.177.30,"New Emily, Nevada, Malta",Chrome 113.0.5678.0,500,18
67aaf01dfd431fecde4a0e36,431,2022-04-05T00:42:02,Profile Update,Desktop,169.252.133.84,"Matthewsbury, Michigan, Saint Barthelemy",Safari 15.1,606,14
67aaf01dfd431fecde4a0e37,401,2023-12-20T03:45:40,Early Repayment,Mobile,171.230.4.32,"West Amandaburgh, Arizona, Morocco",Chrome 113.0.5678.0,393,15
67aaf01dfd431fecde4a0e38,367,2021-08-12T11:18:45,Missed Payment,Mobile,217.31.33.74,"East Lee, Pennsylvania, Greenland",Edge 113.0,397,12
67aaf01dfd431fecde4a0e39,859,2021-10-22T11:17:39,Logout,Mobile,24.85.183.178,"New Victoria, Utah, Micronesia",Chrome 113.0.5678.0,984,10
67aaf01dfd431fecde4a0e3a,414,2024-10-05T01:44:07,Profile Update,Tablet,115.5.0.126,"Williamshaven, Iowa, Belize",Chrome 113.0.5678.0,519,1
67aaf01dfd431fecde4a0e3b,953,2023-11-20T04:07:11,Login,Tablet,72.229.107.49,"East Marystad, Arizona, Mali",Safari 15.1,186,5
67aaf01dfd431fecde4a0e3c,255,2019-12-13T19:18:21,Profile Update,Desktop,61.223.239.200,"Browningborough, California, Sudan",Chrome 113.0.5678.0,283,15
67aaf01dfd431fecde4a0e3d,442,2021-11-15T16:39:27,Early Repayment,Tablet,219.77.22.88,"South Zoe, Minnesota, Luxembourg",Edge 113.0,1137,19
67aaf01dfd431fecde4a0e3e,444,2021-09-14T13:31:11,Profile Update,Desktop,93.164.13.239,"New Christophershire, Wisconsin, Azerbaijan",Safari 15.1,630,17
67aaf01dfd431fecde4a0e3f,432,2021-03-03T06:50:56,Login,Tablet,216.62.155.251,"South Crystal, Alabama, Guyana",Edge 113.0,313,1
67aaf01dfd431fecde4a0e40,30,2023-02-06T00:12:02,Early Repayment,Tablet,64.66.148.254,"Juanbury, Indiana, Aruba",Firefox 110.0,1127,11
67aaf01dfd431fecde4a0e41,374,2020-03-27T11:08:34,Profile Update,Mobile,26.151.202.88,"West Brett, Tennessee, Ireland",Firefox 110.0,639,2
67aaf01dfd431fecde4a0e42,783,2024-11-05T05:17:05,Missed Payment,Tablet,53.140.77.148,"Roseshire, Nevada, Chad",Safari 15.1,306,15
67aaf01dfd431fecde4a0e43,643,2021-06-15T14:15:23,Login,Mobile,120.30.226.250,"Natalieville, Illinois, Saint Barthelemy",Safari 15.1,876,6
67aaf01dfd431fecde4a0e44,708,2023-05-24T00:02:34,Login,Tablet,64.154.51.238,"South Yeseniaberg, Nebraska, Turkey",Safari 15.1,1015,8
67aaf01dfd431fecde4a0e45,250,2023-03-16T17:00:57,Logout,Desktop,43.31.178.5,"Deanland, Idaho, Guernsey",Edge 113.0,421,6
67aaf01dfd431fecde4a0e46,233,2022-05-29T23:49:14,Logout,Tablet,216.185.36.118,"Matthewhaven, Maryland, Korea",Firefox 110.0,618,3
67aaf01dfd431fecde4a0e47,630,2022-08-27T22:23:54,Login,Mobile,95.59.251.23,"East Daniel, South Carolina, Saint Martin",Firefox 110.0,275,8
67aaf01dfd431fecde4a0e48,973,2020-04-12T07:11:22,Logout,Mobile,71.15.129.147,"South Georgemouth, Nebraska, Vietnam",Edge 113.0,821,3
67aaf01dfd431fecde4a0e49,359,2020-02-02T01:32:05,Logout,Desktop,189.72.63.23,"East Destiny, New Jersey, Christmas Island",Edge 113.0,130,10
67aaf01dfd431fecde4a0e4a,173,2021-11-16T05:03:28,Logout,Tablet,70.7.8.220,"Lake Matthew, Alaska, Dominica",Edge 113.0,1151,16
67aaf01dfd431fecde4a0e4b,789,2023-04-20T20:37:53,Missed Payment,Tablet,217.253.27.187,"Brownview, South Carolina, Suriname",Safari 15.1,745,13
67aaf01dfd431fecde4a0e4c,974,2022-06-25T17:20:47,Login,Mobile,11.205.240.54,"North Anthonystad, Nevada, Slovenia",Edge 113.0,231,19
67aaf01dfd431fecde4a0e4d,7,2022-08-22T11:19:25,Login,Tablet,147.173.40.80,"Meganmouth, Vermont, Switzerland",Firefox 110.0,32,19
67aaf01dfd431fecde4a0e4e,68,2023-03-15T09:06:19,Login,Desktop,61.221.125.35,"North Codyhaven, Indiana, Cote d'Ivoire",Safari 15.1,405,3
67aaf01dfd431fecde4a0e4f,266,2022-03-28T05:24:57,Profile Update,Tablet,23.171.134.100,"Toddhaven, Utah, South Africa",Chrome 113.0.5678.0,419,2
67aaf01dfd431fecde4a0e50,368,2020-06-19T15:11:29,Missed Payment,Tablet,202.82.173.187,"West Emilymouth, Minnesota, Mali",Edge 113.0,34,2
67aaf01dfd431fecde4a0e51,135,2021-07-24T21:54:41,Login,Tablet,212.154.115.1,"Carolmouth, Wyoming, Saint Helena",Safari 15.1,615,5
67aaf01dfd431fecde4a0e52,342,2021-12-24T20:59:06,Missed Payment,Tablet,31.132.80.105,"Larastad, Alabama, Somalia",Chrome 113.0.5678.0,294,14
67aaf01dfd431fecde4a0e53,600,2021-04-19T18:25:36,Profile Update,Desktop,107.169.0.42,"Petersenfurt, Connecticut, Lesotho",Firefox 110.0,45,8
67aaf01dfd431fecde4a0e54,396,2021-02-22T17:25:47,Missed Payment,Mobile,123.126.179.74,"New Jeffreymouth, North Dakota, Comoros",Edge 113.0,206,18
67aaf01dfd431fecde4a0e55,743,2022-08-26T12:02:11,Login,Mobile,39.208.103.140,"Jasmineborough, Arizona, Belgium",Edge 113.0,188,18
67aaf01dfd431fecde4a0e56,876,2024-07-07T05:39:33,Missed Payment,Mobile,29.176.244.247,"Sarahmouth, Georgia, Botswana",Firefox 110.0,972,6
67aaf01dfd431fecde4a0e57,716,2023-01-18T08:36:31,Login,Tablet,84.209.238.244,"Bonnieburgh, Washington, Bahrain",Chrome 113.0.5678.0,312,7
67aaf01dfd431fecde4a0e58,278,2021-08-06T04:50:15,Login,Tablet,142.187.85.65,"East Sean, Michigan, Gabon",Chrome 113.0.5678.0,559,16
67aaf01dfd431fecde4a0e59,948,2022-06-07T22:23:11,Early Repayment,Mobile,31.58.164.213,"Travisport, Connecticut, Barbados",Edge 113.0,1039,7
67aaf01dfd431fecde4a0e5a,644,2021-10-29T12:18:39,Logout,Tablet,193.225.123.159,"Port Michael, Maryland, Georgia",Firefox 110.0,411,19
67aaf01dfd431fecde4a0e5b,107,2024-06-11T07:12:40,Early Repayment,Tablet,102.18.138.221,"North Carlosport, Alabama, Austria",Safari 15.1,152,18
67aaf01dfd431fecde4a0e5c,780,2020-09-01T06:54:06,Early Repayment,Mobile,53.178.112.34,"South Derrick, Mississippi, France",Edge 113.0,1106,10
67aaf01dfd431fecde4a0e5d,731,2021-07-01T01:13:20,Early Repayment,Desktop,104.196.223.235,"Carrieburgh, Wyoming, Guatemala",Edge 113.0,1105,10
67aaf01dfd431fecde4a0e5e,246,2022-06-30T03:57:32,Missed Payment,Tablet,89.185.150.168,"Ruizmouth, Arizona, Oman",Edge 113.0,282,10
67aaf01dfd431fecde4a0e5f,289,2022-02-15T06:34:27,Early Repayment,Mobile,178.10.244.82,"New Chad, Oklahoma, Saint Martin",Safari 15.1,529,19
67aaf01dfd431fecde4a0e60,444,2023-03-23T16:43:52,Profile Update,Desktop,171.163.86.77,"East Juanland, Maine, Ecuador",Edge 113.0,707,13
67aaf01dfd431fecde4a0e61,883,2021-06-26T00:12:07,Logout,Tablet,195.99.156.254,"Lake Stephanie, Mississippi, Uruguay",Safari 15.1,970,15
67aaf01dfd431fecde4a0e62,272,2023-09-27T16:49:39,Logout,Desktop,104.231.124.39,"Amyside, Oklahoma, Cape Verde",Safari 15.1,1185,1
67aaf01dfd431fecde4a0e63,381,2019-12-14T15:53:51,Missed Payment,Desktop,64.124.172.197,"Turnerside, Arkansas, Nepal",Safari 15.1,183,2
67aaf01dfd431fecde4a0e64,794,2021-08-27T03:47:39,Missed Payment,Desktop,176.80.192.43,"North Rebeccaborough, Georgia, Brunei Darussalam",Chrome 113.0.5678.0,660,5
67aaf01dfd431fecde4a0e65,132,2021-10-20T01:43:05,Early Repayment,Tablet,12.190.109.204,"Stephenberg, Massachusetts, Angola",Safari 15.1,182,20
67aaf01dfd431fecde4a0e66,230,2021-10-30T10:57:08,Login,Desktop,65.44.112.28,"Johnfurt, Rhode Island, Norway",Safari 15.1,1084,15
67aaf01dfd431fecde4a0e67,506,2024-07-09T10:27:42,Profile Update,Desktop,28.226.57.150,"Port Jeffrey, West Virginia, China",Safari 15.1,227,20
67aaf01dfd431fecde4a0e68,808,2021-08-19T16:40:21,Login,Desktop,199.196.17.139,"New Nicholasfort, South Dakota, Luxembourg",Chrome 113.0.5678.0,996,13
67aaf01dfd431fecde4a0e69,339,2021-04-18T08:13:37,Missed Payment,Mobile,20.237.56.51,"Port Isaiah, Arizona, Haiti",Firefox 110.0,237,6
67aaf01dfd431fecde4a0e6a,9,2020-01-21T21:19:47,Profile Update,Mobile,47.53.28.65,"New Stephanietown, Washington, Thailand",Firefox 110.0,1070,11
67aaf01dfd431fecde4a0e6b,715,2024-02-14T04:15:52,Logout,Desktop,157.150.40.246,"West Johnfurt, New Hampshire, Guatemala",Edge 113.0,292,8
67aaf01dfd431fecde4a0e6c,381,2022-02-05T16:51:50,Profile Update,Tablet,208.119.240.50,"Mitchelltown, New Mexico, Vanuatu",Edge 113.0,534,2
67aaf01dfd431fecde4a0e6d,212,2022-05-16T21:01:39,Login,Mobile,88.248.16.189,"Lake Jonathanmouth, Utah, Sierra Leone",Chrome 113.0.5678.0,928,5
67aaf01dfd431fecde4a0e6e,898,2023-07-08T05:28:38,Early Repayment,Desktop,89.187.77.64,"South Maryburgh, Nebraska, Mauritania",Safari 15.1,365,12
67aaf01dfd431fecde4a0e6f,923,2022-05-06T17:33:58,Login,Mobile,140.50.60.146,"Jordanmouth, Nebraska, Tunisia",Firefox 110.0,667,19
67aaf01dfd431fecde4a0e70,372,2024-07-02T16:23:47,Login,Mobile,97.111.134.115,"Nathanmouth, Minnesota, Sao Tome and Principe",Firefox 110.0,707,20
67aaf01dfd431fecde4a0e71,893,2020-12-19T18:37:45,Profile Update,Mobile,107.107.170.134,"Landryside, Arizona, Gambia",Firefox 110.0,1106,18
67aaf01dfd431fecde4a0e72,852,2022-05-17T11:28:58,Missed Payment,Tablet,113.216.112.70,"Gonzalezville, Virginia, Mauritania",Firefox 110.0,1143,12
67aaf01dfd431fecde4a0e73,408,2023-08-22T00:08:51,Missed Payment,Desktop,188.35.62.111,"North Phillipberg, Florida, Malawi",Firefox 110.0,326,11
67aaf01dfd431fecde4a0e74,245,2024-11-07T01:15:15,Profile Update,Desktop,181.157.99.142,"East Jacobton, New Mexico, Bahamas",Chrome 113.0.5678.0,1183,13
67aaf01dfd431fecde4a0e75,403,2021-07-15T17:13:18,Login,Desktop,39.57.255.25,"East Jeffrey, Nebraska, Palau",Safari 15.1,885,6
67aaf01dfd431fecde4a0e76,137,2021-10-13T10:02:37,Logout,Desktop,105.19.113.92,"Port Scott, Louisiana, Niger",Safari 15.1,275,1
67aaf01dfd431fecde4a0e77,125,2024-08-27T19:26:44,Login,Mobile,183.121.235.144,"Christianfurt, New Mexico, Maldives",Chrome 113.0.5678.0,312,4
67aaf01dfd431fecde4a0e78,270,2021-05-04T22:02:51,Missed Payment,Tablet,167.199.245.173,"Port Lindsayport, Florida, Saint Vincent and the Grenadines",Edge 113.0,620,9
67aaf01dfd431fecde4a0e79,200,2019-12-25T02:07:49,Login,Desktop,78.185.96.254,"Adamsbury, Connecticut, French Guiana",Edge 113.0,970,6
67aaf01dfd431fecde4a0e7a,920,2020-02-15T06:36:25,Login,Tablet,222.145.174.224,"Brandyville, New York, Myanmar",Safari 15.1,496,18
67aaf01dfd431fecde4a0e7b,290,2020-03-01T17:45:29,Logout,Desktop,162.85.180.219,"New Ashleybury, Utah, Angola",Chrome 113.0.5678.0,343,4
67aaf01dfd431fecde4a0e7c,191,2022-11-07T18:02:08,Profile Update,Mobile,12.133.118.31,"West Kylemouth, South Dakota, Monaco",Edge 113.0,1130,15
67aaf01dfd431fecde4a0e7d,519,2019-12-16T21:24:32,Logout,Desktop,111.230.107.146,"South Jordan, New Jersey, Tunisia",Edge 113.0,776,9
67aaf01dfd431fecde4a0e7e,446,2021-11-17T20:16:14,Missed Payment,Tablet,3.53.134.40,"Tabithaport, Rhode Island, Norfolk Island",Edge 113.0,1014,9
67aaf01dfd431fecde4a0e7f,875,2024-09-27T07:55:36,Missed Payment,Mobile,220.120.197.141,"Russellborough, Idaho, American Samoa",Edge 113.0,643,10
67aaf01dfd431fecde4a0e80,581,2024-02-02T10:38:35,Missed Payment,Tablet,166.8.168.239,"South Kristopher, Maine, Ecuador",Safari 15.1,865,1
67aaf01dfd431fecde4a0e81,890,2020-01-01T01:14:44,Early Repayment,Mobile,182.170.116.146,"Mauricehaven, Virginia, Croatia",Chrome 113.0.5678.0,286,9
67aaf01dfd431fecde4a0e82,907,2024-07-29T06:34:55,Logout,Mobile,220.176.97.39,"East Savannah, Wyoming, Lithuania",Chrome 113.0.5678.0,587,7
67aaf01dfd431fecde4a0e83,514,2023-07-10T04:15:31,Profile Update,Desktop,80.169.162.195,"West Elaine, New Hampshire, Wallis and Futuna",Edge 113.0,838,20
67aaf01dfd431fecde4a0e84,929,2020-05-12T15:22:26,Login,Tablet,164.100.226.124,"West Annaside, Iowa, Macedonia",Edge 113.0,231,19
67aaf01dfd431fecde4a0e85,377,2024-11-01T19:31:59,Early Repayment,Tablet,49.78.216.154,"Arianaberg, New Hampshire, Liechtenstein",Safari 15.1,768,13
67aaf01dfd431fecde4a0e86,990,2020-03-06T21:01:17,Login,Desktop,37.235.68.125,"North Andrew, Arkansas, Finland",Firefox 110.0,715,15
67aaf01dfd431fecde4a0e87,138,2020-06-20T21:00:27,Early Repayment,Desktop,157.65.75.234,"Davisborough, Indiana, Sri Lanka",Firefox 110.0,879,10
67aaf01dfd431fecde4a0e88,634,2021-09-24T00:12:15,Profile Update,Mobile,70.190.240.177,"Dorothychester, Minnesota, Oman",Chrome 113.0.5678.0,143,14
67aaf01dfd431fecde4a0e89,1,2020-05-19T10:30:01,Missed Payment,Mobile,175.203.69.40,"Mooreshire, South Carolina, Namibia",Edge 113.0,1080,16
67aaf01dfd431fecde4a0e8a,277,2020-03-08T04:02:03,Early Repayment,Desktop,74.18.222.136,"Port Elizabeth, Georgia, Zambia",Edge 113.0,136,5
67aaf01dfd431fecde4a0e8b,921,2019-12-26T14:57:07,Missed Payment,Desktop,34.81.61.161,"Riceburgh, Colorado, Anguilla",Firefox 110.0,849,8
67aaf01dfd431fecde4a0e8c,256,2021-08-10T19:06:51,Missed Payment,Tablet,75.110.104.55,"South Karenstad, Wisconsin, Honduras",Firefox 110.0,1182,13
67aaf01dfd431fecde4a0e8d,674,2021-12-12T00:16:18,Logout,Desktop,189.159.195.244,"Bellshire, New Hampshire, Congo",Safari 15.1,516,16
67aaf01dfd431fecde4a0e8e,312,2021-09-23T18:06:51,Logout,Mobile,134.222.144.114,"South Tracey, Texas, Netherlands Antilles",Edge 113.0,758,10
67aaf01dfd431fecde4a0e8f,914,2020-03-05T03:13:41,Logout,Desktop,130.50.253.100,"West Angela, New Hampshire, Faroe Islands",Firefox 110.0,1159,18
67aaf01dfd431fecde4a0e90,851,2021-01-16T19:50:08,Login,Desktop,20.190.18.26,"South Alexis, Nevada, Niger",Safari 15.1,550,1
67aaf01dfd431fecde4a0e91,317,2022-06-06T06:50:29,Logout,Desktop,45.143.53.195,"Davidchester, Virginia, Peru",Firefox 110.0,821,8
67aaf01dfd431fecde4a0e92,902,2022-12-26T13:50:29,Early Repayment,Tablet,98.2.94.54,"Jerrystad, Maine, Greece",Safari 15.1,1164,14
67aaf01dfd431fecde4a0e93,409,2021-01-29T21:22:28,Missed Payment,Mobile,208.57.81.8,"Rodneyhaven, North Carolina, Greece",Firefox 110.0,590,5
